validador_diario_24hs,carr,carros_sales_force,territorio,empresa,modalidade,v,caixas_enviadas,caixas_retornadas,pct_caixas_retornadas,objetivo_de_retorno,situacao_dia,data,obs
BR0442231R46232,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0442185R46232,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442702R46232,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0347315R46232,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0347316R46232,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0442236R46232,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442237R46232,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442243R46232,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442232R46232,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,3.0,,,2.0999999999999996,,2026-07-29,
BR0442240R46232,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0442242R46232,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0442233R46232,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442234R46232,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442235R46232,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442245R46232,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0442246R46232,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-29,
BR0075485R46233,C470741,BR0075485,TD Curitiba,FADEL,M1,R,20.0,,,14.0,,2026-07-30,
BR0075488R46233,C470038,BR0075488,TD Curitiba,FADEL,M1,R,29.0,61,2.103448275862069,20.299999999999997,40.7,2026-07-30,
BR0075494R46233,C470024,BR0075494,TD Curitiba,FADEL,M1,R,36.0,2,0.05555555555555555,25.2,-23.2,2026-07-30,
BR0075517R46233,C470831,BR0075517,TD Curitiba,FADEL,M1,R,15.0,9,0.6,10.5,-1.5,2026-07-30,
BR0075564R46233,C470740,BR0075564,TD Curitiba,FADEL,M1,R,25.0,,,17.5,,2026-07-30,
BR0075595R46233,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075598R46233,C470749,BR0075598,TD Curitiba,FADEL,M1,R,6.0,16,2.6666666666666665,4.199999999999999,11.8,2026-07-30,
BR0075727R46233,C470905,BR0075727,TD Curitiba,FADEL,M1,R,26.0,,,18.2,,2026-07-30,
BR0075816R46233,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-30,
BR0075950R46233,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,35.0,11,0.3142857142857143,24.5,-13.5,2026-07-30,
BR0219554R46233,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219562R46233,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075813R46233,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219544R46233,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219545R46233,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219549R46233,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075703R46233,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075865R46233,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075849R46233,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075512R46233,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075841R46233,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075785R46233,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075542R46233,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0422998R46233,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0422999R46233,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0423000R46233,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0423001R46233,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0423002R46233,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075882R46233,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219552R46233,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219546R46233,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219599R46233,C470808,BR0219599,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219600R46233,C470809,BR0219600,TD Curitiba,FADEL,M1,R,12.0,,,8.399999999999999,,2026-07-30,
BR0219601R46233,C470810,BR0219601,TD Curitiba,FADEL,M1,R,35.0,,,24.5,,2026-07-30,
BR0219603R46233,C470823,BR0219603,TD Curitiba,FADEL,M1,R,16.0,,,11.2,,2026-07-30,
BR0219605R46233,C470824,BR0219605,TD Curitiba,FADEL,M1,R,41.0,0,0.0,28.7,-28.7,2026-07-30,
BR0219606R46233,C470825,BR0219606,TD Curitiba,FADEL,M1,R,31.0,7,0.22580645161290322,21.7,-14.7,2026-07-30,
BR0219609R46233,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219610R46233,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075562R46233,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075684R46233,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075652R46233,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0219608R46233,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075807R46233,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075798R46233,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075774R46233,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075712R46233,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075595R46233,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075783R46233,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-30,
BR0075507R46233,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-30,
BR0075522R46233,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,8.0,,,5.6,,2026-07-30,
BR0075549R46233,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,10.0,2,0.2,7.0,-5.0,2026-07-30,
BR0075781R46233,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,1.0,,,0.7,,2026-07-30,
BR0075802R46233,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-30,
BR0442251R46233,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442252R46233,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442186R46233,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442230R46233,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442231R46233,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442185R46233,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442702R46233,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0347315R46233,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0347316R46233,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442236R46233,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442237R46233,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442243R46233,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442232R46233,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442240R46233,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442242R46233,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-30,
BR0442233R46233,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442234R46233,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442235R46233,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442245R46233,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0442246R46233,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-30,
BR0075485R46234,C470741,BR0075485,TD Curitiba,FADEL,M1,R,33.0,,,23.099999999999998,,2026-07-31,
BR0075488R46234,C470038,BR0075488,TD Curitiba,FADEL,M1,R,19.0,35,1.8421052631578947,13.299999999999999,21.700000000000003,2026-07-31,
BR0075494R46234,C470024,BR0075494,TD Curitiba,FADEL,M1,R,54.0,0,0.0,37.8,-37.8,2026-07-31,
BR0075517R46234,C470831,BR0075517,TD Curitiba,FADEL,M1,R,10.0,,,7.0,,2026-07-31,
BR0075564R46234,C470740,BR0075564,TD Curitiba,FADEL,M1,R,66.0,,,46.199999999999996,,2026-07-31,
BR0075595R46234,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075598R46234,C470749,BR0075598,TD Curitiba,FADEL,M1,R,39.0,,,27.299999999999997,,2026-07-31,
BR0075727R46234,C470905,BR0075727,TD Curitiba,FADEL,M1,R,48.0,,,33.599999999999994,,2026-07-31,
BR0075816R46234,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-31,
BR0075950R46234,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-31,
BR0219554R46234,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219562R46234,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075813R46234,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219544R46234,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219545R46234,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219549R46234,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075703R46234,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075865R46234,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075849R46234,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075512R46234,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075841R46234,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075785R46234,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075542R46234,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0422998R46234,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0422999R46234,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0423000R46234,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0423001R46234,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0423002R46234,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075882R46234,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219552R46234,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219546R46234,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219599R46234,C470808,BR0219599,TD Curitiba,FADEL,M1,R,15.0,,,10.5,,2026-07-31,
BR0219600R46234,C470809,BR0219600,TD Curitiba,FADEL,M1,R,25.0,,,17.5,,2026-07-31,
BR0219601R46234,C470810,BR0219601,TD Curitiba,FADEL,M1,R,34.0,,,23.799999999999997,,2026-07-31,
BR0219603R46234,C470823,BR0219603,TD Curitiba,FADEL,M1,R,30.0,,,21.0,,2026-07-31,
BR0219605R46234,C470824,BR0219605,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219606R46234,C470825,BR0219606,TD Curitiba,FADEL,M1,R,34.0,0,0.0,23.799999999999997,-23.799999999999997,2026-07-31,
BR0219609R46234,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219610R46234,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075562R46234,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075684R46234,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075652R46234,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0219608R46234,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075807R46234,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075798R46234,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075774R46234,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075712R46234,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075595R46234,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075783R46234,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-31,
BR0075507R46234,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-31,
BR0075522R46234,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-31,
BR0075549R46234,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,13.0,,,9.1,,2026-07-31,
BR0075781R46234,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,,0,,0.0,0.0,2026-07-31,
BR0075802R46234,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,11.0,,,7.699999999999999,,2026-07-31,
BR0442251R46234,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442252R46234,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442186R46234,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442230R46234,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442231R46234,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442185R46234,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442702R46234,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0347315R46234,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0347316R46234,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442236R46234,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442237R46234,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442243R46234,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442232R46234,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442240R46234,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442242R46234,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442233R46234,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442234R46234,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442235R46234,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442245R46234,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
BR0442246R46234,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-31,
